lat,lon,tos_degC
-78.5,257,NaN
-78.5,259,NaN
-78.5,261,NaN
-78.5,263,NaN
-78.5,265,NaN
-78.5,267,NaN
-78.5,269,NaN
-78.5,271,NaN
-78.5,273,NaN
-78.5,275,NaN
-78.5,277,NaN
-78.5,279,NaN
-78.5,281,NaN
-78.5,283,NaN
-78.5,285,NaN
-78.5,287,NaN
-78.5,289,NaN
-78.5,291,NaN
-78.5,293,NaN
-78.5,295,NaN
-78.5,297,NaN
-78.5,299,NaN
-78.5,301,NaN
-78.5,303,NaN
-78.5,305,NaN
-78.5,307,NaN
-78.5,309,NaN
-78.5,311,NaN
-78.5,313,NaN
-78.5,315,NaN
-78.5,317,NaN
-78.5,319,NaN
-78.5,321,NaN
-78.5,323,NaN
-78.5,325,NaN
-78.5,327,NaN
-78.5,329,NaN
-78.5,331,NaN
-78.5,333,NaN
-78.5,335,NaN
-78.5,337,NaN
-78.5,339,NaN
-78.5,341,NaN
-78.5,343,NaN
-78.5,345,NaN
-78.5,347,NaN
-78.5,349,NaN
-78.5,351,NaN
-78.5,353,NaN
-78.5,355,NaN
-78.5,357,NaN
-78.5,359,NaN
-77.5,1,NaN
-77.5,3,NaN
-77.5,5,NaN
-77.5,7,NaN
-77.5,9,NaN
-77.5,11,NaN
-77.5,13,NaN
-77.5,15,NaN
-77.5,17,NaN
-77.5,19,NaN
-77.5,21,NaN
-77.5,23,NaN
-77.5,25,NaN
-77.5,27,NaN
-77.5,29,NaN
-77.5,31,NaN
-77.5,33,NaN
-77.5,35,NaN
-77.5,37,NaN
-77.5,39,NaN
-77.5,41,NaN
-77.5,43,NaN
-77.5,45,NaN
-77.5,47,NaN
-77.5,49,NaN
-77.5,51,NaN
-77.5,53,NaN
-77.5,55,NaN
-77.5,57,NaN
-77.5,59,NaN
-77.5,61,NaN
-77.5,63,NaN
-77.5,65,NaN
-77.5,67,NaN
-77.5,69,NaN
-77.5,71,NaN
-77.5,73,NaN
-77.5,75,NaN
-77.5,77,NaN
-77.5,79,NaN
-77.5,81,NaN
-77.5,83,NaN
-77.5,85,NaN
-77.5,87,NaN
-77.5,89,NaN
-77.5,91,NaN
-77.5,93,NaN
-77.5,95,NaN
-77.5,97,NaN
-77.5,99,NaN
-77.5,101,NaN
-77.5,103,NaN
-77.5,105,NaN
-77.5,107,NaN
-77.5,109,NaN
-77.5,111,NaN
-77.5,113,NaN
-77.5,115,NaN
-77.5,117,NaN
-77.5,119,NaN
-77.5,121,NaN
-77.5,123,NaN
-77.5,125,NaN
-77.5,127,NaN
-77.5,129,NaN
-77.5,131,NaN
-77.5,133,NaN
-77.5,135,NaN
-77.5,137,NaN
-77.5,139,NaN
-77.5,141,NaN
-77.5,143,NaN
-77.5,145,NaN
-77.5,147,NaN
-77.5,149,NaN
-77.5,151,NaN
-77.5,153,NaN
-77.5,155,NaN
-77.5,157,NaN
-77.5,159,NaN
-77.5,161,NaN
-77.5,163,NaN
-77.5,165,3.515710449
-77.5,167,3.709649658
-77.5,169,3.892022705
-77.5,171,3.992547607
-77.5,173,4.016168213
-77.5,175,3.969812012
-77.5,177,3.889642334
-77.5,179,3.77477417
-77.5,181,3.63704834
-77.5,183,3.536004639
-77.5,185,3.40657959
-77.5,187,3.228479004
-77.5,189,3.029595947
-77.5,191,2.750482178
-77.5,193,2.418817139
-77.5,195,1.958032227
-77.5,197,1.239953613
-77.5,199,0.483392334
-77.5,201,-0.05020752
-77.5,203,-0.787268066
-77.5,205,NaN
-77.5,207,NaN
-77.5,209,NaN
-77.5,211,NaN
-77.5,213,NaN
-77.5,215,NaN
-77.5,217,NaN
-77.5,219,NaN
-77.5,221,NaN
-77.5,223,NaN
-77.5,225,NaN
-77.5,227,NaN
-77.5,229,NaN
-77.5,231,NaN
-77.5,233,NaN
-77.5,235,NaN
-77.5,237,NaN
-77.5,239,NaN
-77.5,241,NaN
-77.5,243,NaN
-77.5,245,NaN
-77.5,247,NaN
-77.5,249,NaN
-77.5,251,NaN
-77.5,253,NaN
-77.5,255,NaN
-77.5,257,NaN
-77.5,259,NaN
-77.5,261,NaN
-77.5,263,NaN
-77.5,265,NaN
-77.5,267,NaN
-77.5,269,NaN
-77.5,271,NaN
-77.5,273,NaN
-77.5,275,NaN
-77.5,277,NaN
-77.5,279,NaN
-77.5,281,NaN
-77.5,283,NaN
-77.5,285,NaN
-77.5,287,NaN
-77.5,289,NaN
-77.5,291,NaN
-77.5,293,NaN
-77.5,295,NaN
-77.5,297,NaN
-77.5,299,0.318078613
-77.5,301,-0.976751709
-77.5,303,-0.976751709
-77.5,305,-0.976751709
-77.5,307,-0.97635498
-77.5,309,-0.97635498
-77.5,311,-0.591375732
-77.5,313,-0.128210449
-77.5,315,0.251153564
-77.5,317,0.417657471
-77.5,319,0.343713379
-77.5,321,0.131585693
-77.5,323,-0.157141113
-77.5,325,-0.503546143
-77.5,327,-0.828100586
-77.5,329,NaN
-77.5,331,NaN
-77.5,333,NaN
-77.5,335,NaN
-77.5,337,NaN
-77.5,339,NaN
-77.5,341,NaN
-77.5,343,NaN
-77.5,345,NaN
-77.5,347,NaN
-77.5,349,NaN
-77.5,351,NaN
-77.5,353,NaN
-77.5,355,NaN
-77.5,357,NaN
-77.5,359,NaN
-76.5,1,NaN
-76.5,3,NaN
-76.5,5,NaN
-76.5,7,NaN
-76.5,9,NaN
-76.5,11,NaN
-76.5,13,NaN
-76.5,15,NaN
-76.5,17,NaN
-76.5,19,NaN
-76.5,21,NaN
-76.5,23,NaN
-76.5,25,NaN
-76.5,27,NaN
-76.5,29,NaN
-76.5,31,NaN
-76.5,33,NaN
-76.5,35,NaN
-76.5,37,NaN
-76.5,39,NaN
-76.5,41,NaN
-76.5,43,NaN
-76.5,45,NaN
-76.5,47,NaN
-76.5,49,NaN
-76.5,51,NaN
-76.5,53,NaN
-76.5,55,NaN
-76.5,57,NaN
-76.5,59,NaN
-76.5,61,NaN
-76.5,63,NaN
-76.5,65,NaN
-76.5,67,NaN
-76.5,69,NaN
-76.5,71,NaN
-76.5,73,NaN
-76.5,75,NaN
-76.5,77,NaN
-76.5,79,NaN
-76.5,81,NaN
-76.5,83,NaN
-76.5,85,NaN
-76.5,87,NaN
-76.5,89,NaN
-76.5,91,NaN
-76.5,93,NaN
-76.5,95,NaN
-76.5,97,NaN
-76.5,99,NaN
-76.5,101,NaN
-76.5,103,NaN
-76.5,105,NaN
-76.5,107,NaN
-76.5,109,NaN
-76.5,111,NaN
-76.5,113,NaN
-76.5,115,NaN
-76.5,117,NaN
-76.5,119,NaN
-76.5,121,NaN
-76.5,123,NaN
-76.5,125,NaN
-76.5,127,NaN
-76.5,129,NaN
-76.5,131,NaN
-76.5,133,NaN
-76.5,135,NaN
-76.5,137,NaN
-76.5,139,NaN
-76.5,141,NaN
-76.5,143,NaN
-76.5,145,NaN
-76.5,147,NaN
-76.5,149,NaN
-76.5,151,NaN
-76.5,153,NaN
-76.5,155,NaN
-76.5,157,NaN
-76.5,159,NaN
-76.5,161,NaN
-76.5,163,3.434197998
-76.5,165,3.399102783
-76.5,167,3.469506836
-76.5,169,3.615960693
-76.5,171,3.70736084
-76.5,173,3.739465332
-76.5,175,3.701257324
-76.5,177,3.604211426
-76.5,179,3.45369873
-76.5,181,3.315393066
-76.5,183,3.201226807
-76.5,185,3.040093994
-76.5,187,2.788537598
-76.5,189,2.453729248
-76.5,191,1.898095703
-76.5,193,1.049401855
-76.5,195,-0.019140625
-76.5,197,-0.693334961
-76.5,199,-0.793432617
-76.5,201,-0.825445557
-76.5,203,-0.84708252
-76.5,205,-0.85904541
-76.5,207,-0.869573975
-76.5,209,-0.879370117
-76.5,211,-0.881506348
-76.5,213,-0.880438232
-76.5,215,NaN
-76.5,217,NaN
-76.5,219,NaN
-76.5,221,NaN
-76.5,223,NaN
-76.5,225,NaN
-76.5,227,NaN
-76.5,229,NaN
-76.5,231,NaN
-76.5,233,NaN
-76.5,235,NaN
-76.5,237,NaN
-76.5,239,NaN
-76.5,241,NaN
-76.5,243,NaN
-76.5,245,NaN
-76.5,247,NaN
-76.5,249,NaN
-76.5,251,NaN
-76.5,253,NaN
-76.5,255,NaN
-76.5,257,NaN
-76.5,259,NaN
-76.5,261,NaN
-76.5,263,NaN
-76.5,265,NaN
-76.5,267,NaN
-76.5,269,NaN
-76.5,271,NaN
-76.5,273,NaN
-76.5,275,NaN
-76.5,277,NaN
-76.5,279,NaN
-76.5,281,NaN
-76.5,283,NaN
-76.5,285,NaN
-76.5,287,NaN
-76.5,289,NaN
-76.5,291,NaN
-76.5,293,NaN
-76.5,295,NaN
-76.5,297,NaN
-76.5,299,0.318078613
-76.5,301,0.318078613
-76.5,303,-0.958319092
-76.5,305,-0.958319092
-76.5,307,-0.976751709
-76.5,309,-0.9730896
-76.5,311,-0.957037354
-76.5,313,-0.904852295
-76.5,315,-0.862005615
-76.5,317,-0.855413818
-76.5,319,-0.858374023
-76.5,321,-0.87064209
-76.5,323,-0.89609375
-76.5,325,-0.916296387
-76.5,327,-0.906591797
-76.5,329,-0.898199463
-76.5,331,-0.889654541
-76.5,333,NaN
-76.5,335,NaN
-76.5,337,NaN
-76.5,339,NaN
-76.5,341,NaN
-76.5,343,NaN
-76.5,345,NaN
-76.5,347,NaN
-76.5,349,NaN
-76.5,351,NaN
-76.5,353,NaN
-76.5,355,NaN
-76.5,357,NaN
-76.5,359,NaN
-75.5,1,NaN
-75.5,3,NaN
-75.5,5,NaN
-75.5,7,NaN
-75.5,9,NaN
-75.5,11,NaN
-75.5,13,NaN
-75.5,15,NaN
-75.5,17,NaN
-75.5,19,NaN
-75.5,21,NaN
-75.5,23,NaN
-75.5,25,NaN
-75.5,27,NaN
-75.5,29,NaN
-75.5,31,NaN
-75.5,33,NaN
-75.5,35,NaN
-75.5,37,NaN
-75.5,39,NaN
-75.5,41,NaN
-75.5,43,NaN
-75.5,45,NaN
-75.5,47,NaN
-75.5,49,NaN
-75.5,51,NaN
-75.5,53,NaN
-75.5,55,NaN
-75.5,57,NaN
-75.5,59,NaN
-75.5,61,NaN
-75.5,63,NaN
-75.5,65,NaN
-75.5,67,NaN
-75.5,69,NaN
-75.5,71,NaN
-75.5,73,NaN
-75.5,75,NaN
-75.5,77,NaN
-75.5,79,NaN
-75.5,81,NaN
-75.5,83,NaN
-75.5,85,NaN
-75.5,87,NaN
-75.5,89,NaN
-75.5,91,NaN
-75.5,93,NaN
-75.5,95,NaN
-75.5,97,NaN
-75.5,99,NaN
-75.5,101,NaN
-75.5,103,NaN
-75.5,105,NaN
-75.5,107,NaN
-75.5,109,NaN
-75.5,111,NaN
-75.5,113,NaN
-75.5,115,NaN
-75.5,117,NaN
-75.5,119,NaN
-75.5,121,NaN
-75.5,123,NaN
-75.5,125,NaN
-75.5,127,NaN
-75.5,129,NaN
-75.5,131,NaN
-75.5,133,NaN
-75.5,135,NaN
-75.5,137,NaN
-75.5,139,NaN
-75.5,141,NaN
-75.5,143,NaN
-75.5,145,NaN
-75.5,147,NaN
-75.5,149,NaN
-75.5,151,NaN
-75.5,153,NaN
-75.5,155,NaN
-75.5,157,NaN
-75.5,159,NaN
-75.5,161,NaN
-75.5,163,NaN
-75.5,165,3.140466309
-75.5,167,3.335290527
-75.5,169,3.579187012
-75.5,171,3.638146973
-75.5,173,3.603570557
-75.5,175,3.495141602
-75.5,177,3.375390625
-75.5,179,3.249719238
-75.5,181,3.10894165
-75.5,183,2.961785889
-75.5,185,2.770135498
-75.5,187,2.455743408
-75.5,189,1.983087158
-75.5,191,1.022851563
-75.5,193,-0.137121582
-75.5,195,-0.718878174
-75.5,197,-0.833898926
-75.5,199,-0.839361572
-75.5,201,-0.840582275
-75.5,203,-0.840979004
-75.5,205,-0.840948486
-75.5,207,-0.844763184
-75.5,209,-0.851202393
-75.5,211,-0.860906982
-75.5,213,-0.866796875
-75.5,215,-0.86774292
-75.5,217,NaN
-75.5,219,NaN
-75.5,221,NaN
-75.5,223,NaN
-75.5,225,NaN
-75.5,227,NaN
-75.5,229,NaN
-75.5,231,NaN
-75.5,233,NaN
-75.5,235,NaN
-75.5,237,NaN
-75.5,239,NaN
-75.5,241,NaN
-75.5,243,NaN
-75.5,245,NaN
-75.5,247,NaN
-75.5,249,NaN
-75.5,251,NaN
-75.5,253,NaN
-75.5,255,NaN
-75.5,257,NaN
-75.5,259,NaN
-75.5,261,NaN
-75.5,263,NaN
-75.5,265,NaN
-75.5,267,NaN
-75.5,269,NaN
-75.5,271,NaN
-75.5,273,NaN
-75.5,275,NaN
-75.5,277,NaN
-75.5,279,NaN
-75.5,281,NaN
-75.5,283,NaN
-75.5,285,NaN
-75.5,287,NaN
-75.5,289,NaN
-75.5,291,NaN
-75.5,293,NaN
-75.5,295,NaN
-75.5,297,NaN
-75.5,299,0.585412598
-75.5,301,0.318078613
-75.5,303,-0.266851807
-75.5,305,-0.909307861
-75.5,307,-0.947332764
-75.5,309,-0.928747559
-75.5,311,-0.915991211
-75.5,313,-0.913153076
-75.5,315,-0.918615723
-75.5,317,-0.923834229
-75.5,319,-0.922918701
-75.5,321,-0.921148682
-75.5,323,-0.914343262
-75.5,325,-0.896704102
-75.5,327,-0.873205566
-75.5,329,-0.853460693
-75.5,331,-0.845495605
-75.5,333,-0.844641113
-75.5,335,NaN
-75.5,337,NaN
-75.5,339,NaN
-75.5,341,NaN
-75.5,343,NaN
-75.5,345,NaN
-75.5,347,NaN
-75.5,349,NaN
-75.5,351,NaN
-75.5,353,NaN
-75.5,355,NaN
-75.5,357,NaN
-75.5,359,NaN
-74.5,1,NaN
-74.5,3,NaN
-74.5,5,NaN
-74.5,7,NaN
-74.5,9,NaN
-74.5,11,NaN
-74.5,13,NaN
-74.5,15,NaN
-74.5,17,NaN
-74.5,19,NaN
-74.5,21,NaN
-74.5,23,NaN
-74.5,25,NaN
-74.5,27,NaN
-74.5,29,NaN
-74.5,31,NaN
-74.5,33,NaN
-74.5,35,NaN
-74.5,37,NaN
-74.5,39,NaN
-74.5,41,NaN
-74.5,43,NaN
-74.5,45,NaN
-74.5,47,NaN
-74.5,49,NaN
-74.5,51,NaN
-74.5,53,NaN
-74.5,55,NaN
-74.5,57,NaN
-74.5,59,NaN
-74.5,61,NaN
-74.5,63,NaN
-74.5,65,NaN
-74.5,67,NaN
-74.5,69,NaN
-74.5,71,NaN
-74.5,73,NaN
-74.5,75,NaN
-74.5,77,NaN
-74.5,79,NaN
-74.5,81,NaN
-74.5,83,NaN
-74.5,85,NaN
-74.5,87,NaN
-74.5,89,NaN
-74.5,91,NaN
-74.5,93,NaN
-74.5,95,NaN
-74.5,97,NaN
-74.5,99,NaN
-74.5,101,NaN
-74.5,103,NaN
-74.5,105,NaN
-74.5,107,NaN
-74.5,109,NaN
-74.5,111,NaN
-74.5,113,NaN
-74.5,115,NaN
-74.5,117,NaN
-74.5,119,NaN
-74.5,121,NaN
-74.5,123,NaN
-74.5,125,NaN
-74.5,127,NaN
-74.5,129,NaN
-74.5,131,NaN
-74.5,133,NaN
-74.5,135,NaN
-74.5,137,NaN
-74.5,139,NaN
-74.5,141,NaN
-74.5,143,NaN
-74.5,145,NaN
-74.5,147,NaN
-74.5,149,NaN
-74.5,151,NaN
-74.5,153,NaN
-74.5,155,NaN
-74.5,157,NaN
-74.5,159,NaN
-74.5,161,NaN
-74.5,163,NaN
-74.5,165,3.279626465
-74.5,167,3.491815186
-74.5,169,3.6078125
-74.5,171,3.522393799
-74.5,173,3.385217285
-74.5,175,3.230187988
-74.5,177,3.113793945
-74.5,179,2.999688721
-74.5,181,2.860864258
-74.5,183,2.721063232
-74.5,185,2.565545654
-74.5,187,2.292779541
-74.5,189,1.78649292
-74.5,191,0.616967773
-74.5,193,-0.464117432
-74.5,195,-0.773138428
-74.5,197,-0.85223999
-74.5,199,-0.849066162
-74.5,201,-0.846685791
-74.5,203,-0.845495605
-74.5,205,-0.844915771
-74.5,207,-0.843878174
-74.5,209,-0.84140625
-74.5,211,-0.837561035
-74.5,213,-0.827856445
-74.5,215,-0.814093018
-74.5,217,-0.759588623
-74.5,219,-0.577856445
-74.5,221,-0.333227539
-74.5,223,-0.14899292
-74.5,225,0.347772217
-74.5,227,0.583520508
-74.5,229,0.636560059
-74.5,231,NaN
-74.5,233,NaN
-74.5,235,NaN
-74.5,237,NaN
-74.5,239,NaN
-74.5,241,NaN
-74.5,243,NaN
-74.5,245,NaN
-74.5,247,NaN
-74.5,249,NaN
-74.5,251,NaN
-74.5,253,NaN
-74.5,255,NaN
-74.5,257,NaN
-74.5,259,NaN
-74.5,261,NaN
-74.5,263,NaN
-74.5,265,NaN
-74.5,267,NaN
-74.5,269,NaN
-74.5,271,NaN
-74.5,273,NaN
-74.5,275,NaN
-74.5,277,NaN
-74.5,279,NaN
-74.5,281,NaN
-74.5,283,NaN
-74.5,285,NaN
-74.5,287,NaN
-74.5,289,NaN
-74.5,291,NaN
-74.5,293,NaN
-74.5,295,NaN
-74.5,297,NaN
-74.5,299,0.048730469
-74.5,301,-0.471014404
-74.5,303,-0.854101562
-74.5,305,-0.911291504
-74.5,307,-0.91461792
-74.5,309,-0.911871338
-74.5,311,-0.909460449
-74.5,313,-0.910437012
-74.5,315,-0.914953613
-74.5,317,-0.919836426
-74.5,319,-0.830847168
-74.5,321,-0.54956665
-74.5,323,-0.074468994
-74.5,325,0.390527344
-74.5,327,0.698052979
-74.5,329,0.86461792
-74.5,331,0.86385498
-74.5,333,0.798181152
-74.5,335,0.964440918
-74.5,337,1.585443115
-74.5,339,NaN
-74.5,341,NaN
-74.5,343,NaN
-74.5,345,NaN
-74.5,347,NaN
-74.5,349,NaN
-74.5,351,NaN
-74.5,353,NaN
-74.5,355,NaN
-74.5,357,NaN
-74.5,359,NaN
-73.5,1,NaN
-73.5,3,NaN
-73.5,5,NaN
-73.5,7,NaN
-73.5,9,NaN
-73.5,11,NaN
-73.5,13,NaN
-73.5,15,NaN
-73.5,17,NaN
-73.5,19,NaN
-73.5,21,NaN
-73.5,23,NaN
-73.5,25,NaN
-73.5,27,NaN
-73.5,29,NaN
-73.5,31,NaN
-73.5,33,NaN
-73.5,35,NaN
-73.5,37,NaN
-73.5,39,NaN
-73.5,41,NaN
-73.5,43,NaN
-73.5,45,NaN
-73.5,47,NaN
-73.5,49,NaN
-73.5,51,NaN
-73.5,53,NaN
-73.5,55,NaN
-73.5,57,NaN
-73.5,59,NaN
-73.5,61,NaN
-73.5,63,NaN
-73.5,65,NaN
-73.5,67,NaN
-73.5,69,NaN
-73.5,71,NaN
-73.5,73,NaN
-73.5,75,NaN
-73.5,77,NaN
-73.5,79,NaN
-73.5,81,NaN
-73.5,83,NaN
-73.5,85,NaN
-73.5,87,NaN
-73.5,89,NaN
-73.5,91,NaN
-73.5,93,NaN
-73.5,95,NaN
-73.5,97,NaN
-73.5,99,NaN
-73.5,101,NaN
-73.5,103,NaN
-73.5,105,NaN
-73.5,107,NaN
-73.5,109,NaN
-73.5,111,NaN
-73.5,113,NaN
-73.5,115,NaN
-73.5,117,NaN
-73.5,119,NaN
-73.5,121,NaN
-73.5,123,NaN
-73.5,125,NaN
-73.5,127,NaN
-73.5,129,NaN
-73.5,131,NaN
-73.5,133,NaN
-73.5,135,NaN
-73.5,137,NaN
-73.5,139,NaN
-73.5,141,NaN
-73.5,143,NaN
-73.5,145,NaN
-73.5,147,NaN
-73.5,149,NaN
-73.5,151,NaN
-73.5,153,NaN
-73.5,155,NaN
-73.5,157,NaN
-73.5,159,NaN
-73.5,161,NaN
-73.5,163,NaN
-73.5,165,NaN
-73.5,167,NaN
-73.5,169,3.519708252
-73.5,171,3.290826416
-73.5,173,3.053033447
-73.5,175,2.878808594
-73.5,177,2.781976318
-73.5,179,2.694604492
-73.5,181,2.579400635
-73.5,183,2.471826172
-73.5,185,2.35994873
-73.5,187,2.194604492
-73.5,189,1.914849854
-73.5,191,1.11675415
-73.5,193,0.046044922
-73.5,195,-0.584875488
-73.5,197,-0.811529541
-73.5,199,-0.850744629
-73.5,201,-0.846350098
-73.5,203,-0.845098877
-73.5,205,-0.846411133
-73.5,207,-0.774176025
-73.5,209,-0.569433594
-73.5,211,-0.234350586
-73.5,213,0.290093994
-73.5,215,0.682946777
-73.5,217,0.802178955
-73.5,219,0.888543701
-73.5,221,0.996057129
-73.5,223,1.124902344
-73.5,225,1.309259033
-73.5,227,1.506799316
-73.5,229,1.736657715
-73.5,231,1.963189697
-73.5,233,2.113580322
-73.5,235,2.311730957
-73.5,237,2.312249756
-73.5,239,2.311456299
-73.5,241,2.340661621
-73.5,243,2.325341797
-73.5,245,2.349420166
-73.5,247,2.408227539
-73.5,249,2.482141113
-73.5,251,2.649621582
-73.5,253,2.887628174
-73.5,255,3.042138672
-73.5,257,2.967919922
-73.5,259,NaN
-73.5,261,NaN
-73.5,263,NaN
-73.5,265,NaN
-73.5,267,NaN
-73.5,269,NaN
-73.5,271,NaN
-73.5,273,NaN
-73.5,275,NaN
-73.5,277,NaN
